x,Curve1
100685,0.0040968
109348,0.0039718
154936,0.0033563
2.7941e+05,0.00258459
3.8846e+05,0.00220669
5.8664e+05,0.00184541
8.9115e+05,0.00150163
1.47093e+06,0.00121746
2.4581e+06,0.0009637
3.5955e+06,0.00080874
5.0321e+06,0.00069999
