x,Curve1
0.24341,3.80689
0.24753,3.75938
0.25794,3.59686
0.26738,3.41933
0.29567,2.89426
0.30809,2.72923
0.32982,2.44418
0.36282,2.05659
0.38637,1.85403
0.39868,1.739
0.41606,1.60146
0.43038,1.48392
0.46195,1.28885
0.49044,1.11877
0.52799,0.94118
0.58068,0.72855
0.62724,0.56593
0.69792,0.38576
0.75443,0.26061
0.833,0.14542
0.87428,0.09781
0.95074,0.03012
1,8.88178e-16
