0	0
1	-0.081795628
2	-0.033996543
3	-0.008995154
4	0.007417204
5	0.019382436
6	0.028656782
7	0.036141647
8	0.042358078
9	0.047632949
10	0.052184021
11	0.056163201
12	0.0596804
13	0.062817534
14	0.065637177
15	0.068188129
16	0.070509127
17	0.072631397
18	0.074580447
19	0.076377363
20	0.078039759
21	0.079582486
22	0.081018171
23	0.082357634
24	0.083610209
25	0.084783999
26	0.085886081
27	0.086922666
28	0.087899236
29	0.088820646
30	0.089691219
31	0.090514817
32	0.091294902
33	0.092034591
34	0.092736695
35	0.093403763
36	0.094038105
37	0.094641828
38	0.095216853
39	0.095764938
40	0.096287696
41	0.096786607
42	0.097263036
43	0.097718243
44	0.098153389
45	0.098569554
46	0.098967735
47	0.099348861
48	0.099713797
49	0.100063347
50	0.100398262
51	0.100719244
52	0.101026949
53	0.101321993
54	0.101604953
55	0.10187637
56	0.102136754
57	0.102386583
58	0.10262631
59	0.10285636
60	0.103077135
61	0.103289014
62	0.103492357
63	0.103687503
64	0.103874773
65	0.104054474
66	0.104226893
67	0.104392307
68	0.104550976
69	0.104703148
70	0.10484906
71	0.104988937
72	0.105122992
73	0.105251431
74	0.105374447
75	0.105492227
76	0.105604949
77	0.105712783
78	0.105815891
79	0.105914428
80	0.106008542
81	0.106098378
82	0.10618407
83	0.106265749
84	0.106343542
85	0.106417568
86	0.106487944
87	0.106554779
88	0.106618181
89	0.106678253
90	0.106735092
91	0.106788794
92	0.106839451
93	0.106887149
94	0.106931974
95	0.106974007
96	0.107013326
97	0.107050009
98	0.107084127
99	0.107115751
100	0.10714495
