Time [ms],Ox High (FLowmeter),Ox Low (Flowmeter),Eth High (Flowmeter),Eth Low (Flowmeter),Eth Chamber Pres.,Ox Chamber Pres.,Chamber Pres.,Load Cell,Thermocouple [C]
167320,12.26,17.12,-49.66,-45.73,-0.79,-0.79,5.26,0,32.75
167421,12.26,20.73,-42.91,-42.32,-0.79,2.23,5.26,0,32.75
167522,12.26,20.73,-46.28,-45.73,2.23,2.23,5.26,0,32.75
167623,12.26,17.12,-46.28,-45.73,-0.79,2.23,2.23,20.89,32.75
167724,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,32.75
167826,12.26,17.12,-46.28,-45.73,-12.88,2.23,5.26,0,32.75
167927,12.26,17.12,-46.28,-45.73,2.23,5.26,5.26,0,32.75
168027,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33
168128,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,32.75
168230,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,32.75
168330,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,32.75
168432,15.84,17.12,-46.28,-45.73,2.23,5.26,2.23,0,33
168533,12.26,20.73,-46.28,-42.32,-0.79,2.23,5.26,0,32.75
168633,12.26,20.73,-46.28,-49.15,2.23,2.23,-9.86,0,32.75
168734,12.26,17.12,-46.28,-45.73,-9.86,5.26,5.26,0,33
168835,12.26,20.73,-46.28,-42.32,-0.79,5.26,5.26,0,32.75
168936,8.67,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33
169037,12.26,17.12,-46.28,-45.73,-0.79,8.28,8.28,0,33
169138,12.26,17.12,-46.28,-45.73,2.23,5.26,2.23,0,33
169239,8.67,17.12,-46.28,-45.73,2.23,2.23,8.28,0,32.75
169340,12.26,17.12,-42.91,-45.73,-0.79,2.23,8.28,0,32.75
169442,12.26,20.73,-46.28,-45.73,2.23,2.23,5.26,0,33
169542,8.67,17.12,-46.28,-45.73,2.23,5.26,8.28,0,32.75
169644,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,32.75
169744,12.26,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,32.75
169845,8.67,17.12,-46.28,-45.73,-0.79,5.26,2.23,0,32.75
169947,12.26,17.12,-42.91,-45.73,2.23,5.26,2.23,0,32.75
170047,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,32.75
170148,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33
170250,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,32.75
170350,8.67,13.51,-46.28,-45.73,-0.79,-0.79,5.26,0,32.75
170451,12.26,17.12,-46.28,-45.73,2.23,5.26,11.3,0,32.75
170553,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,32.75
170653,12.26,17.12,-46.28,-45.73,8.28,-0.79,5.26,0,32.75
170754,12.26,20.73,-42.91,-45.73,5.26,2.23,5.26,0,32.75
170855,8.67,17.12,-46.28,-45.73,8.28,5.26,5.26,0,32.75
170956,5.09,17.12,-46.28,-49.15,5.26,2.23,5.26,0,32.75
171058,12.26,17.12,-42.91,-42.32,2.23,2.23,5.26,0,32.75
171159,8.67,17.12,-46.28,-42.32,-0.79,2.23,5.26,0,32.75
171259,12.26,17.12,-46.28,-45.73,-0.79,5.26,2.23,0,32.75
171361,12.26,17.12,-42.91,-42.32,-0.79,2.23,5.26,0,32.75
171461,12.26,20.73,-46.28,-45.73,-6.84,2.23,8.28,0,33
171562,12.26,20.73,-46.28,-45.73,-0.79,2.23,5.26,0,33
171664,12.26,17.12,-42.91,-45.73,-0.79,-0.79,5.26,0,33
171764,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,32.75
171865,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,32.75
171967,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,32.75
172067,12.26,17.12,-46.28,-45.73,-0.79,-3.81,5.26,0,33
172168,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,32.75
172270,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,32.75
172370,12.26,17.12,-46.28,-49.15,2.23,-0.79,5.26,0,32.75
172471,8.67,17.12,-42.91,-45.73,2.23,8.28,5.26,0,32.75
172572,8.67,20.73,-42.91,-45.73,2.23,5.26,5.26,0,32.75
172674,12.26,17.12,-46.28,-49.15,2.23,5.26,8.28,0,33
172774,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,32.75
172875,8.67,17.12,-42.91,-45.73,2.23,2.23,2.23,0,32.75
172976,12.26,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33
173077,8.67,20.73,-46.28,-49.15,2.23,5.26,5.26,0,33
173178,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33
173280,12.26,17.12,-46.28,-45.73,8.28,2.23,5.26,0,33
173380,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,32.75
173482,12.26,20.73,-46.28,-45.73,-0.79,5.26,2.23,0,33
173583,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33
173683,12.26,17.12,-46.28,-45.73,-0.79,5.26,2.23,0,32.75
173785,8.67,17.12,-42.91,-45.73,2.23,2.23,2.23,0,33
173885,12.26,20.73,-39.53,-45.73,2.23,2.23,5.26,0,33
173986,8.67,17.12,-42.91,-49.15,-0.79,2.23,8.28,0,33
174087,15.84,17.12,-46.28,-49.15,2.23,-0.79,8.28,0,33
174188,12.26,17.12,-42.91,-45.73,2.23,11.3,5.26,0,32.75
174289,12.26,17.12,-46.28,-45.73,5.26,5.26,5.26,0,33
174390,12.26,17.12,-46.28,-45.73,11.3,5.26,5.26,0,33
174491,8.67,20.73,-46.28,-45.73,-0.79,2.23,5.26,0,33
174592,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33
174693,12.26,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33
174794,8.67,17.12,-46.28,-49.15,-0.79,2.23,8.28,0,33
174896,15.84,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33
174997,12.26,17.12,-46.28,-49.15,-0.79,2.23,8.28,0,33
175097,12.26,17.12,-46.28,-49.15,5.26,2.23,2.23,0,33
175198,12.26,17.12,-42.91,-49.15,2.23,17.35,5.26,0,33
175299,12.26,20.73,-46.28,-45.73,-0.79,2.23,8.28,0,33
175400,12.26,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33
175501,8.67,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33
175602,8.67,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33
175703,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33
175804,12.26,17.12,-46.28,-45.73,-0.79,-0.79,20.37,0,33
175905,12.26,20.73,-46.28,-49.15,2.23,11.3,14.33,0,33
176006,12.26,20.73,-46.28,-49.15,2.23,5.26,8.28,0,33
176107,12.26,17.12,-42.91,-49.15,2.23,5.26,5.26,0,33
176208,5.09,13.51,-46.28,-45.73,2.23,2.23,5.26,0,33
176309,12.26,17.12,-46.28,-45.73,-3.81,5.26,5.26,0,33
176410,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33
176511,12.26,17.12,-46.28,-49.15,2.23,2.23,2.23,0,33
176612,12.26,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33
176714,12.26,17.12,-46.28,-42.32,-0.79,-6.84,2.23,0,32.75
176814,12.26,20.73,-42.91,-45.73,2.23,2.23,2.23,0,33
176916,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33
177016,12.26,20.73,-42.91,-45.73,-0.79,2.23,5.26,0,33
177117,8.67,20.73,-46.28,-45.73,-0.79,5.26,5.26,0,33
177219,12.26,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33
177319,12.26,20.73,-42.91,-45.73,-0.79,2.23,5.26,0,33
177420,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33
177521,12.26,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33
177622,12.26,20.73,-46.28,-45.73,-0.79,5.26,5.26,0,33
177723,12.26,20.73,-46.28,-45.73,2.23,14.33,5.26,0,33
177824,12.26,20.73,-46.28,-45.73,-0.79,2.23,5.26,0,33
177925,12.26,20.73,-46.28,-49.15,-0.79,2.23,8.28,0,33
178026,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,33
178127,12.26,17.12,-46.28,-49.15,-0.79,5.26,8.28,0,33
178229,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33
178329,12.26,17.12,-42.91,-49.15,-0.79,2.23,8.28,0,33
178431,8.67,13.51,-42.91,-45.73,-0.79,2.23,8.28,0,33
178531,8.67,17.12,-46.28,-45.73,-6.84,-0.79,5.26,20.89,33
178632,12.26,17.12,-46.28,-49.15,-0.79,2.23,5.26,0,33
178733,12.26,17.12,-46.28,-49.15,2.23,17.35,5.26,0,33
178834,12.26,20.73,-46.28,-45.73,-0.79,2.23,5.26,0,33
178936,12.26,17.12,-46.28,-49.15,-0.79,2.23,2.23,0,33
179036,12.26,17.12,-46.28,-49.15,-0.79,2.23,-0.79,0,33
179137,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33
179238,8.67,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33
179339,8.67,17.12,-46.28,-45.73,2.23,8.28,2.23,0,33
179440,8.67,20.73,-46.28,-45.73,-12.88,5.26,11.3,0,33
179541,12.26,17.12,-46.28,-42.32,-0.79,2.23,5.26,0,33
179642,12.26,17.12,-42.91,-45.73,-0.79,5.26,5.26,0,33
179744,12.26,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33
179844,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,33
179946,12.26,17.12,-42.91,-45.73,2.23,5.26,5.26,0,33
180046,12.26,20.73,-42.91,-42.32,2.23,2.23,2.23,0,33
180147,12.26,17.12,-42.91,-42.32,2.23,2.23,5.26,0,33
180249,15.84,20.73,-46.28,-45.73,2.23,2.23,5.26,0,33
180349,8.67,17.12,-46.28,-45.73,5.26,2.23,8.28,0,33
180450,8.67,17.12,-49.66,-45.73,2.23,17.35,5.26,0,33
180551,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33
180652,12.26,17.12,-42.91,-45.73,2.23,5.26,5.26,0,33
180753,12.26,17.12,-42.91,-45.73,-21.95,2.23,5.26,0,33
180854,12.26,17.12,-46.28,-45.73,5.26,2.23,2.23,0,33
180955,12.26,20.73,-42.91,-45.73,2.23,-0.79,5.26,0,33
181057,8.67,17.12,-46.28,-49.15,-0.79,5.26,8.28,0,33
181157,12.26,17.12,-42.91,-45.73,-0.79,-0.79,5.26,0,33
181259,12.26,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33
181359,12.26,17.12,-42.91,-49.15,2.23,5.26,8.28,0,33
181460,12.26,17.12,-46.28,-45.73,2.23,5.26,8.28,0,33
181562,8.67,17.12,-46.28,-49.15,2.23,2.23,5.26,22.89,33
181662,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33
181764,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33
181864,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33
181965,12.26,20.73,-46.28,-45.73,2.23,-0.79,8.28,0,33
182067,12.26,17.12,-42.91,-45.73,-0.79,2.23,2.23,0,33
182167,12.26,17.12,-42.91,-45.73,-3.81,2.23,2.23,0,33
182269,12.26,17.12,-39.53,-38.91,2.23,2.23,5.26,0,33
182369,12.26,17.12,-36.15,-38.91,-0.79,11.3,5.26,0,33
182470,8.67,17.12,-32.77,-38.91,2.23,5.26,5.26,0,33
182571,12.26,17.12,-32.77,-32.08,-0.79,5.26,2.23,0,33
182672,8.67,20.73,-29.39,-32.08,2.23,-0.79,5.26,0,33
182774,12.26,20.73,-26.01,-28.67,8.28,5.26,5.26,0,33
182874,12.26,17.12,-22.64,-25.26,2.23,5.26,5.26,0,32.75
182975,12.26,17.12,-22.64,-25.26,-0.79,2.23,8.28,0,33
183077,12.26,20.73,-19.26,-21.84,-3.81,2.23,5.26,0,33
183177,8.67,17.12,-19.26,-18.43,-0.79,2.23,5.26,0,33
183279,12.26,17.12,-12.5,-18.43,-0.79,2.23,8.28,0,33
183379,8.67,20.73,-12.5,-18.43,-0.79,2.23,5.26,0,33
183480,15.84,20.73,-9.12,-11.6,-0.79,5.26,2.23,0,33
183582,8.67,17.12,-9.12,-11.6,-0.79,5.26,8.28,0,33
183682,12.26,17.12,-5.74,-8.19,-0.79,5.26,5.26,0,33
183784,8.67,17.12,-2.36,-4.78,2.23,2.23,5.26,0,33
183885,8.67,17.12,-2.36,-4.78,-0.79,8.28,5.26,0,33
183985,12.26,20.73,1.01,-1.37,-0.79,2.23,5.26,0,33
184086,8.67,17.12,4.39,-1.37,-0.79,2.23,5.26,0,33
184187,8.67,17.12,4.39,5.46,-0.79,-0.79,5.26,0,33
184288,8.67,17.12,7.77,5.46,2.23,2.23,5.26,0,33
184390,8.67,17.12,7.77,8.87,-0.79,2.23,2.23,0,33
184490,12.26,17.12,14.53,8.87,2.23,5.26,8.28,0,33
184591,8.67,17.12,14.53,15.7,2.23,2.23,8.28,0,33
184692,12.26,20.73,17.91,15.7,2.23,2.23,2.23,0,33
184793,8.67,20.73,21.28,15.7,-0.79,5.26,2.23,0,32.75
184894,12.26,13.51,24.66,22.53,2.23,2.23,8.28,0,33
184995,12.26,17.12,24.66,25.94,2.23,5.26,2.23,0,33
185097,12.26,20.73,28.04,25.94,-0.79,8.28,5.26,0,33
185197,12.26,20.73,31.42,29.35,2.23,-0.79,5.26,0,33
185298,12.26,17.12,31.42,32.76,-0.79,-0.79,2.23,0,33
185399,8.67,17.12,34.8,32.76,-0.79,5.26,5.26,0,33
185500,12.26,17.12,34.8,36.18,-0.79,5.26,5.26,0,32.75
185601,12.26,17.12,41.55,39.59,2.23,2.23,8.28,0,33
185702,8.67,17.12,41.55,43,2.23,5.26,5.26,0,33
185803,12.26,17.12,44.93,43,-0.79,2.23,5.26,0,33
185904,12.26,17.12,48.31,46.42,-0.79,2.23,5.26,0,33
186005,8.67,17.12,55.07,49.83,-0.79,2.23,8.28,0,33
186106,8.67,17.12,55.07,49.83,-0.79,-0.79,2.23,0,33
186207,8.67,17.12,55.07,53.24,2.23,2.23,5.26,0,33
186308,12.26,17.12,58.45,56.66,2.23,5.26,5.26,0,33
186409,12.26,17.12,61.82,60.07,-0.79,2.23,5.26,0,33
186510,8.67,17.12,61.82,63.48,-0.79,2.23,8.28,0,33
186611,12.26,20.73,65.2,63.48,-0.79,2.23,5.26,0,33
186712,12.26,20.73,68.58,66.89,-0.79,5.26,5.26,0,33
186813,8.67,17.12,71.96,63.48,2.23,5.26,5.26,0,33
186914,12.26,17.12,71.96,73.72,-0.79,2.23,2.23,0,33
187015,15.84,17.12,75.34,73.72,-0.79,2.23,5.26,0,33
187116,12.26,20.73,78.72,77.13,2.23,5.26,5.26,0,33
187217,8.67,17.12,78.72,80.55,2.23,5.26,8.28,0,33
187318,12.26,20.73,82.09,83.96,-0.79,2.23,8.28,0,33
187419,12.26,17.12,85.47,83.96,-0.79,2.23,2.23,22.09,33
187520,8.67,17.12,88.85,90.78,2.23,2.23,5.26,0,33
187621,12.26,20.73,92.23,90.78,2.23,2.23,5.26,0,33
187723,12.26,20.73,92.23,90.78,-0.79,2.23,5.26,0,33
187823,12.26,20.73,98.99,94.2,-0.79,5.26,5.26,0,33
187924,12.26,17.12,98.99,97.61,5.26,5.26,2.23,0,33
188025,12.26,17.12,102.36,101.02,-0.79,2.23,8.28,0,33
188127,15.84,17.12,105.74,104.44,-0.79,5.26,5.26,0,33
188227,8.67,17.12,109.12,104.44,-0.79,2.23,5.26,0,32.75
188328,12.26,17.12,112.5,107.85,-0.79,-0.79,8.28,0,33
188430,12.26,17.12,112.5,111.26,-0.79,5.26,5.26,0,33
188530,12.26,20.73,115.88,114.68,-0.79,2.23,11.3,0,33
188632,12.26,17.12,122.64,114.68,-0.79,2.23,2.23,0,33
188732,12.26,17.12,122.64,121.5,-0.79,2.23,8.28,0,33
188833,8.67,17.12,126.01,124.91,-0.79,2.23,5.26,0,33
188934,12.26,17.12,129.39,128.33,2.23,2.23,8.28,0,33
189035,5.09,17.12,129.39,128.33,2.23,2.23,8.28,0,33
189136,8.67,17.12,132.77,128.33,2.23,5.26,5.26,0,33
189237,12.26,17.12,136.15,135.15,2.23,-0.79,2.23,0,33
189339,12.26,17.12,139.53,138.57,-0.79,2.23,5.26,0,33
189439,8.67,20.73,142.91,145.39,-0.79,2.23,2.23,0,33
189541,12.26,20.73,146.28,141.98,-3.81,8.28,5.26,0,33
189641,12.26,17.12,146.28,145.39,2.23,5.26,2.23,0,33
189742,12.26,17.12,149.66,145.39,-0.79,5.26,5.26,0,33
189844,12.26,17.12,153.04,148.81,2.23,5.26,-0.79,0,33
189944,12.26,20.73,153.04,152.22,-0.79,5.26,5.26,0,33
190045,12.26,17.12,156.42,152.22,-0.79,2.23,11.3,0,33
190146,8.67,17.12,163.18,159.04,-0.79,2.23,2.23,0,33
190247,12.26,17.12,163.18,159.04,-0.79,2.23,5.26,0,33
190348,12.26,17.12,163.18,162.46,-0.79,2.23,5.26,0,33
190450,12.26,17.12,166.55,169.28,2.23,2.23,5.26,0,33
190550,12.26,17.12,166.55,162.46,-0.79,2.23,8.28,0,33
190651,12.26,17.12,169.93,165.87,2.23,5.26,8.28,0,33
190752,8.67,20.73,169.93,165.87,2.23,5.26,26.42,0,33
190853,12.26,17.12,169.93,169.28,2.23,2.23,8.28,0,33
190954,12.26,17.12,173.31,169.28,-0.79,2.23,5.26,0,33
191055,12.26,17.12,173.31,169.28,-0.79,-0.79,5.26,0,33
191156,12.26,17.12,176.69,172.7,2.23,2.23,5.26,0,33
191257,12.26,17.12,176.69,176.11,-0.79,2.23,5.26,0,33
191359,12.26,17.12,176.69,179.52,2.23,2.23,5.26,0,33
191459,12.26,17.12,180.07,176.11,-0.79,-12.88,8.28,0,33
191560,12.26,17.12,180.07,179.52,2.23,2.23,2.23,0,33
191661,12.26,17.12,183.45,179.52,2.23,2.23,5.26,0,33
191762,12.26,17.12,180.07,179.52,-0.79,5.26,2.23,0,33
191864,8.67,17.12,183.45,182.94,2.23,2.23,5.26,0,33
191964,12.26,13.51,183.45,182.94,2.23,5.26,5.26,0,33
192066,12.26,20.73,183.45,186.35,-0.79,5.26,5.26,0,33
192166,12.26,17.12,183.45,186.35,2.23,2.23,8.28,0,33
192268,12.26,17.12,186.82,186.35,2.23,2.23,2.23,0,33
192368,12.26,17.12,190.2,186.35,2.23,2.23,8.28,0,33
192469,12.26,17.12,190.2,186.35,-0.79,5.26,5.26,20.89,33
192570,12.26,17.12,190.2,186.35,2.23,2.23,5.26,0,33
192671,12.26,17.12,190.2,189.76,-0.79,2.23,5.26,0,33
192773,12.26,20.73,193.58,189.76,2.23,2.23,2.23,0,33
192873,8.67,17.12,196.96,193.17,2.23,2.23,5.26,0,33
192975,8.67,17.12,193.58,193.17,2.23,2.23,5.26,0,33
193075,8.67,17.12,193.58,196.59,-0.79,2.23,5.26,0,33
193177,8.67,17.12,200.34,193.17,-0.79,5.26,5.26,0,33
193277,12.26,17.12,196.96,196.59,-0.79,-24.98,8.28,0,33
193379,12.26,17.12,200.34,200,2.23,-3.81,5.26,0,33
193479,15.84,17.12,196.96,196.59,2.23,2.23,5.26,0,33
193581,12.26,17.12,200.34,200,-0.79,2.23,-18.93,0,32.75
193681,8.67,17.12,196.96,200,-0.79,2.23,5.26,0,33
193782,12.26,17.12,200.34,200,-0.79,2.23,8.28,0,33
193883,8.67,20.73,200.34,200,14.33,2.23,5.26,0,33
193984,8.67,17.12,203.72,200,2.23,2.23,5.26,0,33
194085,12.26,20.73,203.72,200,-0.79,2.23,5.26,0,33
194186,8.67,17.12,203.72,200,2.23,2.23,5.26,0,33
194287,12.26,17.12,203.72,203.41,-0.79,5.26,5.26,0,33
194388,12.26,17.12,207.09,203.41,-0.79,5.26,5.26,0,33
194490,12.26,17.12,207.09,206.83,-0.79,-0.79,8.28,0,33
194590,8.67,17.12,207.09,206.83,2.23,-0.79,2.23,0,33
194691,8.67,17.12,210.47,210.24,5.26,2.23,5.26,0,33
194792,15.84,20.73,207.09,206.83,5.26,5.26,5.26,0,33
194893,8.67,17.12,207.09,203.41,-0.79,2.23,5.26,0,33
194994,12.26,20.73,210.47,206.83,-3.81,2.23,8.28,0,33
195095,12.26,20.73,210.47,210.24,-0.79,2.23,5.26,0,33
195196,8.67,17.12,210.47,210.24,-3.81,5.26,5.26,0,33
195297,8.67,17.12,210.47,213.65,-0.79,2.23,8.28,0,33
195398,12.26,17.12,210.47,213.65,-0.79,2.23,5.26,0,33
195499,8.67,17.12,210.47,213.65,-0.79,5.26,5.26,0,33
195600,15.84,17.12,213.85,213.65,2.23,5.26,5.26,0,33
195701,12.26,17.12,213.85,213.65,-0.79,5.26,2.23,0,33
195802,12.26,17.12,217.23,213.65,2.23,5.26,5.26,0,33
195903,8.67,20.73,217.23,217.06,2.23,2.23,5.26,0,33
196004,12.26,17.12,213.85,213.65,-0.79,2.23,5.26,0,33
196106,12.26,17.12,217.23,213.65,2.23,5.26,29.44,0,33
196206,8.67,17.12,220.61,217.06,2.23,-0.79,11.3,0,33
196307,12.26,20.73,217.23,217.06,2.23,2.23,2.23,0,33
196409,12.26,20.73,220.61,217.06,-0.79,2.23,5.26,0,33
196509,12.26,17.12,220.61,220.48,2.23,2.23,5.26,0,33
196610,12.26,17.12,223.99,217.06,2.23,2.23,5.26,0,33
196711,12.26,17.12,220.61,217.06,2.23,2.23,11.3,0,33
196812,12.26,20.73,223.99,220.48,2.23,-0.79,5.26,0,33
196913,12.26,17.12,220.61,220.48,2.23,5.26,5.26,0,33
197014,12.26,17.12,223.99,220.48,-0.79,-0.79,8.28,0,33
197115,12.26,17.12,223.99,220.48,2.23,5.26,-9.86,0,33
197216,12.26,17.12,223.99,220.48,-3.81,2.23,5.26,0,33
197317,12.26,20.73,223.99,223.89,2.23,5.26,5.26,0,33
197418,12.26,20.73,223.99,223.89,2.23,2.23,-3.81,0,33
197519,12.26,17.12,223.99,223.89,-0.79,2.23,8.28,0,33
197620,12.26,17.12,227.36,227.3,2.23,2.23,8.28,0,33
197721,12.26,17.12,230.74,227.3,-0.79,5.26,5.26,0,33
197822,8.67,17.12,230.74,227.3,2.23,5.26,5.26,0,33
197923,8.67,24.34,227.36,227.3,-0.79,5.26,5.26,0,33
198024,12.26,17.12,230.74,227.3,-0.79,2.23,8.28,0,33
198125,12.26,17.12,230.74,230.72,2.23,8.28,5.26,0,33
198226,12.26,17.12,230.74,230.72,2.23,2.23,5.26,0,33
198327,12.26,20.73,230.74,230.72,-0.79,2.23,5.26,0,33
198429,12.26,20.73,230.74,230.72,-0.79,5.26,5.26,0,33
198529,12.26,17.12,230.74,230.72,2.23,5.26,5.26,0,33
198631,12.26,17.12,234.12,234.13,2.23,2.23,8.28,0,33
198731,12.26,13.51,237.5,234.13,2.23,5.26,5.26,0,33
198833,12.26,20.73,237.5,230.72,2.23,2.23,5.26,0,33
198933,12.26,17.12,240.88,234.13,-0.79,2.23,5.26,0,33
199034,12.26,20.73,234.12,234.13,-0.79,2.23,5.26,0,33
199135,8.67,17.12,237.5,237.54,2.23,5.26,5.26,0,33
199236,12.26,20.73,240.88,237.54,2.23,2.23,5.26,0,33
199337,8.67,17.12,240.88,237.54,2.23,5.26,5.26,0,33
199438,12.26,24.34,240.88,240.96,-0.79,5.26,2.23,0,33
199539,12.26,20.73,244.26,237.54,2.23,-3.81,5.26,0,33
199641,8.67,17.12,244.26,244.37,2.23,5.26,2.23,0,33
199741,12.26,17.12,244.26,240.96,-0.79,2.23,8.28,0,33
199843,12.26,17.12,244.26,240.96,-0.79,8.28,11.3,0,33
199943,12.26,17.12,244.26,240.96,-0.79,-0.79,5.26,0,33
200045,8.67,17.12,247.64,244.37,-0.79,2.23,5.26,0,33
200145,12.26,20.73,247.64,247.78,-0.79,5.26,5.26,0,33
200247,12.26,17.12,251.01,247.78,-0.79,2.23,2.23,21.29,33
200347,8.67,17.12,247.64,247.78,-0.79,2.23,5.26,0,33
200449,12.26,17.12,247.64,247.78,-0.79,2.23,2.23,0,33
200549,8.67,17.12,251.01,244.37,-0.79,32.47,8.28,0,33
200651,12.26,17.12,254.39,251.19,-0.79,2.23,5.26,0,33
200752,8.67,17.12,251.01,251.19,-0.79,2.23,5.26,0,33
200852,12.26,17.12,254.39,251.19,2.23,2.23,5.26,0,33
200953,12.26,17.12,257.77,251.19,2.23,5.26,5.26,0,33
201054,12.26,17.12,257.77,254.61,-0.79,2.23,8.28,0,33
201155,12.26,20.73,257.77,258.02,2.23,2.23,5.26,0,33
201256,12.26,17.12,257.77,258.02,2.23,5.26,5.26,0,33
201357,12.26,17.12,261.15,254.61,2.23,2.23,5.26,0,33
201458,12.26,17.12,261.15,258.02,-0.79,-3.81,5.26,0,33
201559,12.26,17.12,264.53,261.43,-0.79,8.28,5.26,0,33
201660,8.67,17.12,261.15,261.43,2.23,2.23,5.26,0,33
201761,8.67,20.73,264.53,264.85,-0.79,5.26,5.26,0,33
201862,8.67,17.12,264.53,261.43,2.23,2.23,5.26,0,33
201964,12.26,17.12,267.91,261.43,-0.79,2.23,5.26,0,33
202064,8.67,20.73,261.15,264.85,-0.79,5.26,2.23,0,33
202165,12.26,20.73,271.28,264.85,-3.81,2.23,2.23,0,33
202266,8.67,17.12,271.28,268.26,-3.81,2.23,5.26,0,33
202367,12.26,17.12,271.28,268.26,-0.79,2.23,8.28,0,33
202468,12.26,20.73,271.28,271.67,2.23,2.23,5.26,0,33
202569,12.26,20.73,271.28,271.67,2.23,2.23,5.26,0,33
202670,12.26,17.12,278.04,271.67,2.23,2.23,5.26,0,33
202771,12.26,20.73,274.66,275.09,-0.79,2.23,5.26,0,33
202872,12.26,17.12,278.04,275.09,2.23,2.23,5.26,0,33
202974,15.84,17.12,278.04,275.09,-0.79,2.23,5.26,0,33
203074,12.26,17.12,281.42,275.09,-0.79,2.23,5.26,0,33
203176,8.67,17.12,284.8,278.5,-0.79,2.23,5.26,20.89,33
203276,12.26,17.12,281.42,281.91,2.23,11.3,5.26,0,33
203377,8.67,17.12,284.8,281.91,2.23,5.26,8.28,0,33
203478,12.26,17.12,288.18,285.32,-0.79,-9.86,5.26,0,33
203579,8.67,17.12,288.18,288.74,-0.79,5.26,5.26,0,33
203680,8.67,20.73,288.18,288.74,2.23,2.23,8.28,0,33
203781,8.67,17.12,294.93,288.74,2.23,2.23,5.26,0,33
203882,12.26,17.12,294.93,288.74,-0.79,2.23,5.26,0,33
203983,8.67,17.12,298.31,295.56,2.23,2.23,5.26,0,33
204084,15.84,17.12,298.31,298.98,2.23,2.23,5.26,0,33
204185,12.26,17.12,298.31,295.56,2.23,2.23,-6.84,0,33
204286,12.26,20.73,305.07,295.56,-0.79,2.23,5.26,0,33
204387,8.67,20.73,301.69,298.98,2.23,5.26,5.26,0,33
204488,12.26,20.73,305.07,302.39,2.23,5.26,5.26,0,33
204589,8.67,17.12,308.45,305.8,-0.79,5.26,8.28,0,33
204690,12.26,17.12,305.07,305.8,2.23,2.23,5.26,0,33
204791,12.26,17.12,308.45,309.22,-18.93,2.23,2.23,0,33
204892,15.84,17.12,311.82,309.22,2.23,2.23,8.28,0,33
204993,8.67,17.12,315.2,312.63,-0.79,5.26,2.23,0,33
205094,12.26,17.12,318.58,316.04,20.37,5.26,5.26,0,33
205195,8.67,17.12,318.58,316.04,2.23,5.26,5.26,0,33
205296,8.67,17.12,321.96,319.45,2.23,2.23,8.28,0,33
205398,8.67,17.12,321.96,319.45,2.23,2.23,5.26,0,33
