Time [ms],Ox High (FLowmeter),Ox Low (Flowmeter),Eth High (Flowmeter),Eth Low (Flowmeter),Eth Chamber Pres.,Ox Chamber Pres.,Chamber Pres.,Load Cell,Thermocouple [C]
595561,736.27,742.75,494.26,493.52,-6.84,2.23,8.28,0,29.75
595662,736.27,742.75,494.26,490.1,2.23,5.26,5.26,0,29.75
595763,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
595864,732.69,742.75,494.26,490.1,2.23,8.28,5.26,0,29.75
595965,736.27,739.14,494.26,490.1,-0.79,5.26,5.26,0,29.75
596066,736.27,742.75,497.64,493.52,2.23,5.26,5.26,0,29.75
596167,732.69,746.36,497.64,490.1,-0.79,2.23,5.26,0,29.75
596268,736.27,742.75,497.64,490.1,-0.79,5.26,5.26,0,29.75
596369,736.27,742.75,494.26,493.52,2.23,5.26,5.26,0,29.75
596470,736.27,739.14,494.26,490.1,-0.79,2.23,8.28,0,29.75
596571,736.27,746.36,494.26,490.1,2.23,2.23,5.26,0,29.75
596672,736.27,739.14,494.26,493.52,-0.79,-0.79,5.26,0,29.75
596773,736.27,742.75,497.64,493.52,-0.79,5.26,2.23,0,29.75
596874,736.27,742.75,494.26,490.1,2.23,5.26,2.23,0,29.75
596975,736.27,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
597076,739.86,739.14,494.26,496.93,5.26,5.26,2.23,0,29.75
597177,736.27,742.75,494.26,490.1,-0.79,2.23,8.28,0,29.75
597278,732.69,742.75,494.26,490.1,-3.81,5.26,5.26,0,29.75
597379,736.27,742.75,494.26,493.52,-0.79,2.23,8.28,0,29.75
597480,736.27,739.14,494.26,490.1,-3.81,2.23,-0.79,0,29.75
597581,736.27,742.75,494.26,490.1,-0.79,5.26,5.26,0,29.75
597682,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
597783,739.86,746.36,494.26,490.1,-0.79,5.26,5.26,0,29.75
597884,736.27,742.75,494.26,493.52,2.23,2.23,5.26,0,29.75
597985,732.69,739.14,490.88,490.1,-0.79,2.23,5.26,0,29.75
598086,736.27,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
598187,732.69,742.75,494.26,490.1,2.23,2.23,2.23,0,29.75
598288,736.27,739.14,494.26,490.1,2.23,-0.79,5.26,0,29.75
598389,732.69,742.75,497.64,493.52,-0.79,2.23,5.26,0,29.75
598490,732.69,742.75,490.88,490.1,-0.79,-0.79,14.33,0,29.75
598591,736.27,742.75,494.26,493.52,2.23,2.23,2.23,0,29.75
598692,732.69,742.75,494.26,490.1,2.23,-0.79,5.26,0,29.75
598793,736.27,742.75,497.64,490.1,5.26,5.26,2.23,0,29.75
598894,736.27,742.75,494.26,490.1,2.23,5.26,5.26,0,29.75
598995,736.27,746.36,494.26,490.1,-0.79,5.26,5.26,0,29.75
599096,736.27,739.14,497.64,490.1,-0.79,-0.79,2.23,0,29.75
599197,736.27,739.14,494.26,490.1,2.23,2.23,5.26,0,29.75
599298,736.27,742.75,494.26,490.1,-0.79,5.26,2.23,0,29.75
599399,736.27,742.75,494.26,490.1,-0.79,2.23,8.28,0,29.75
599500,736.27,742.75,497.64,490.1,2.23,2.23,5.26,0,29.75
599601,736.27,742.75,494.26,490.1,-0.79,-0.79,5.26,0,29.75
599702,736.27,742.75,497.64,490.1,-0.79,5.26,5.26,0,29.75
599803,736.27,742.75,497.64,490.1,-0.79,-0.79,2.23,0,29.75
599904,736.27,742.75,494.26,490.1,-0.79,5.26,5.26,0,29.75
600005,736.27,742.75,494.26,493.52,2.23,2.23,5.26,0,29.75
600106,736.27,742.75,494.26,486.69,2.23,5.26,-3.81,0,29.75
600207,736.27,735.53,494.26,486.69,-0.79,2.23,8.28,0,29.75
600308,736.27,742.75,494.26,493.52,2.23,5.26,5.26,0,29.75
600409,732.69,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
600510,732.69,739.14,494.26,493.52,2.23,2.23,5.26,0,29.75
600611,736.27,742.75,494.26,493.52,-0.79,2.23,2.23,0,29.75
600712,736.27,742.75,494.26,490.1,-0.79,-0.79,8.28,0,29.75
600813,736.27,739.14,494.26,490.1,2.23,5.26,5.26,0,29.75
600914,736.27,739.14,497.64,493.52,-0.79,2.23,5.26,0,29.75
601015,736.27,746.36,494.26,493.52,2.23,2.23,5.26,0,29.75
601116,736.27,742.75,494.26,486.69,-0.79,-3.81,11.3,0,29.75
601217,732.69,739.14,497.64,493.52,2.23,2.23,5.26,0,29.75
601318,732.69,742.75,497.64,490.1,-0.79,2.23,5.26,0,29.75
601419,736.27,742.75,494.26,490.1,-0.79,5.26,5.26,0,29.75
601520,732.69,742.75,494.26,493.52,2.23,2.23,5.26,0,29.75
601621,732.69,742.75,494.26,490.1,2.23,5.26,5.26,0,29.75
601722,736.27,742.75,490.88,493.52,-0.79,-0.79,5.26,0,29.75
601823,739.86,739.14,494.26,493.52,-0.79,2.23,5.26,0,29.75
601924,732.69,742.75,494.26,486.69,-3.81,5.26,8.28,0,29.75
602025,736.27,739.14,497.64,490.1,-0.79,5.26,5.26,0,29.75
602126,732.69,742.75,494.26,490.1,-0.79,-0.79,5.26,0,29.75
602227,732.69,746.36,494.26,490.1,2.23,5.26,5.26,0,29.75
602328,739.86,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
602429,736.27,742.75,497.64,490.1,-0.79,-3.81,5.26,0,29.75
602530,732.69,746.36,494.26,490.1,2.23,5.26,5.26,0,29.75
602631,736.27,739.14,494.26,493.52,-0.79,2.23,5.26,0,29.75
602732,736.27,742.75,494.26,493.52,2.23,-0.79,5.26,0,29.75
602833,732.69,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
602934,732.69,742.75,494.26,486.69,-0.79,2.23,8.28,20.89,29.75
603035,736.27,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
603136,736.27,742.75,494.26,490.1,-0.79,2.23,2.23,0,29.75
603237,736.27,746.36,494.26,490.1,-0.79,2.23,5.26,0,29.75
603338,732.69,742.75,490.88,490.1,-0.79,5.26,2.23,0,29.75
603439,736.27,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
603540,732.69,739.14,497.64,493.52,-0.79,-3.81,5.26,0,29.75
603641,732.69,739.14,494.26,493.52,-0.79,2.23,5.26,0,29.75
603742,736.27,742.75,494.26,486.69,2.23,2.23,2.23,0,29.75
603843,736.27,742.75,494.26,493.52,5.26,2.23,-0.79,0,29.75
603944,736.27,739.14,494.26,486.69,-0.79,2.23,8.28,0,29.75
604045,736.27,742.75,494.26,493.52,-3.81,2.23,5.26,0,29.75
604146,736.27,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
604247,732.69,742.75,494.26,490.1,-0.79,5.26,2.23,0,29.75
604348,736.27,742.75,494.26,490.1,-0.79,5.26,5.26,0,29.75
604449,732.69,742.75,490.88,490.1,-0.79,2.23,5.26,0,29.75
604550,736.27,742.75,494.26,490.1,-0.79,2.23,8.28,0,29.75
604651,736.27,742.75,494.26,490.1,-0.79,8.28,8.28,0,29.75
604752,736.27,739.14,494.26,490.1,-0.79,5.26,5.26,0,29.75
604853,736.27,739.14,501.01,490.1,2.23,2.23,5.26,0,29.75
604954,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
605055,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
605156,736.27,742.75,494.26,493.52,-0.79,5.26,8.28,0,29.75
605257,732.69,746.36,494.26,490.1,-0.79,2.23,5.26,0,29.75
605358,736.27,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
605459,736.27,739.14,497.64,490.1,2.23,2.23,8.28,0,29.75
605560,736.27,739.14,494.26,493.52,5.26,5.26,5.26,0,29.75
605661,732.69,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
605762,736.27,742.75,494.26,493.52,2.23,8.28,-3.81,0,29.75
605863,736.27,742.75,497.64,493.52,2.23,2.23,5.26,0,29.75
605964,736.27,742.75,494.26,486.69,2.23,2.23,2.23,0,29.75
606065,736.27,742.75,497.64,490.1,-0.79,2.23,5.26,0,29.75
606166,736.27,742.75,494.26,493.52,8.28,2.23,5.26,0,29.75
606267,736.27,742.75,494.26,490.1,5.26,5.26,5.26,0,29.75
606368,736.27,742.75,490.88,490.1,-0.79,2.23,5.26,0,29.75
606469,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
606570,732.69,742.75,494.26,490.1,-0.79,5.26,8.28,0,29.75
606671,732.69,742.75,494.26,493.52,-0.79,2.23,5.26,0,29.75
606772,736.27,746.36,497.64,490.1,-0.79,5.26,5.26,0,29.75
606873,739.86,742.75,494.26,490.1,-0.79,2.23,-18.93,0,29.75
606974,736.27,742.75,494.26,490.1,2.23,5.26,5.26,0,29.75
607075,732.69,746.36,494.26,490.1,-0.79,2.23,5.26,0,29.75
607176,736.27,742.75,497.64,490.1,2.23,5.26,8.28,0,29.75
607277,732.69,742.75,494.26,490.1,-0.79,-0.79,5.26,0,29.75
607378,736.27,742.75,490.88,490.1,2.23,8.28,5.26,0,29.75
607479,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
607580,736.27,739.14,494.26,490.1,-0.79,5.26,8.28,0,29.75
607681,736.27,746.36,494.26,490.1,-0.79,2.23,5.26,0,29.75
607782,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
607883,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
607984,732.69,742.75,494.26,493.52,2.23,2.23,8.28,0,29.75
608085,732.69,739.14,494.26,490.1,-0.79,5.26,5.26,0,29.75
608186,736.27,742.75,494.26,493.52,8.28,5.26,11.3,0,29.75
608287,732.69,739.14,494.26,490.1,-0.79,2.23,8.28,0,29.75
608388,732.69,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.75
608489,736.27,742.75,494.26,493.52,-0.79,8.28,5.26,0,29.75
608590,732.69,739.14,494.26,490.1,2.23,2.23,11.3,0,29.75
608691,732.69,739.14,490.88,490.1,2.23,5.26,2.23,0,29.75
608792,736.27,742.75,494.26,493.52,-0.79,5.26,5.26,0,29.75
608893,736.27,739.14,494.26,493.52,-0.79,2.23,2.23,0,29.75
608994,736.27,742.75,494.26,490.1,2.23,-0.79,11.3,0,29.75
609095,736.27,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.75
609196,736.27,739.14,494.26,490.1,5.26,5.26,5.26,0,29.75
609297,736.27,739.14,494.26,493.52,-0.79,2.23,5.26,0,29.75
609398,736.27,742.75,497.64,490.1,2.23,2.23,8.28,0,29.75
609499,732.69,742.75,494.26,490.1,-0.79,5.26,8.28,0,29.75
609600,732.69,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
609701,736.27,742.75,494.26,490.1,2.23,2.23,-3.81,0,29.75
609802,732.69,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
609903,736.27,742.75,494.26,490.1,-0.79,5.26,5.26,0,29.75
610004,736.27,739.14,494.26,486.69,-0.79,2.23,5.26,0,29.75
610105,736.27,742.75,494.26,486.69,-0.79,2.23,8.28,0,29.75
610206,736.27,742.75,497.64,486.69,-3.81,5.26,5.26,0,29.75
610307,736.27,742.75,490.88,490.1,-0.79,2.23,8.28,0,29.75
610408,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
610509,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
610610,736.27,742.75,494.26,493.52,-0.79,2.23,5.26,0,29.75
610711,736.27,742.75,494.26,493.52,2.23,8.28,5.26,0,29.75
610812,732.69,742.75,494.26,490.1,2.23,2.23,8.28,0,29.75
610913,736.27,739.14,494.26,493.52,2.23,2.23,2.23,0,29.75
611014,736.27,739.14,494.26,486.69,-0.79,2.23,5.26,0,29.75
611115,736.27,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.75
611216,736.27,742.75,494.26,490.1,-0.79,2.23,8.28,0,29.75
611317,736.27,739.14,494.26,493.52,-0.79,2.23,5.26,0,29.75
611418,739.86,739.14,494.26,490.1,2.23,2.23,5.26,0,29.75
611519,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
611620,736.27,742.75,494.26,490.1,2.23,2.23,2.23,0,29.75
611721,732.69,742.75,494.26,490.1,2.23,5.26,8.28,0,29.75
611822,732.69,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
611923,732.69,742.75,497.64,493.52,-0.79,5.26,5.26,0,29.75
612024,736.27,739.14,497.64,490.1,-0.79,11.3,5.26,0,29.75
612125,729.1,742.75,497.64,486.69,-0.79,2.23,20.37,0,29.75
612226,736.27,742.75,494.26,493.52,-0.79,-0.79,11.3,0,29.75
612327,736.27,742.75,494.26,493.52,2.23,8.28,11.3,0,29.75
612428,736.27,742.75,494.26,490.1,2.23,2.23,2.23,0,29.75
612529,736.27,742.75,494.26,490.1,-0.79,-3.81,-0.79,0,29.75
612630,732.69,739.14,494.26,490.1,2.23,2.23,5.26,20.89,29.75
612731,732.69,742.75,490.88,490.1,-0.79,2.23,5.26,0,29.75
612832,736.27,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.75
612933,736.27,739.14,494.26,490.1,-0.79,5.26,-28,0,29.75
613034,732.69,742.75,494.26,490.1,8.28,5.26,5.26,0,29.75
613135,736.27,742.75,490.88,493.52,2.23,5.26,5.26,0,29.75
613236,732.69,742.75,494.26,490.1,-0.79,5.26,5.26,0,29.75
613337,732.69,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.75
613438,736.27,746.36,494.26,490.1,-0.79,-0.79,8.28,0,29.75
613539,732.69,739.14,494.26,490.1,2.23,5.26,5.26,0,29.75
613640,732.69,739.14,497.64,493.52,-0.79,2.23,2.23,0,29.75
613741,732.69,742.75,494.26,490.1,2.23,2.23,2.23,0,29.75
613842,732.69,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.75
613943,736.27,742.75,494.26,490.1,2.23,2.23,5.26,0,29.75
614044,732.69,739.14,497.64,490.1,-0.79,2.23,5.26,0,29.75
614145,736.27,742.75,490.88,493.52,-0.79,2.23,2.23,0,29.75
614246,732.69,742.75,494.26,490.1,2.23,-0.79,5.26,0,29.75
614347,736.27,739.14,497.64,490.1,5.26,2.23,5.26,0,29.75
614448,736.27,742.75,494.26,493.52,-0.79,5.26,2.23,0,29.75
614549,736.27,742.75,490.88,490.1,-0.79,2.23,2.23,0,29.75
614650,732.69,742.75,494.26,493.52,-0.79,5.26,20.37,0,29.75
614751,736.27,742.75,490.88,493.52,-0.79,2.23,2.23,0,29.75
614852,736.27,742.75,494.26,490.1,2.23,5.26,-9.86,0,29.75
614953,736.27,742.75,494.26,490.1,-0.79,2.23,8.28,0,29.75
615054,736.27,742.75,494.26,486.69,-0.79,2.23,2.23,0,29.75
615155,732.69,739.14,497.64,493.52,-0.79,2.23,5.26,0,29.75
615256,736.27,742.75,494.26,490.1,-0.79,2.23,11.3,24.09,29.75
615357,736.27,739.14,490.88,486.69,-0.79,2.23,5.26,0,29.75
615458,736.27,742.75,477.36,309.22,271.32,5.26,5.26,0,29.75
615559,736.27,742.75,467.23,428.67,346.9,2.23,8.28,0,29.75
615660,732.69,742.75,463.85,428.67,355.97,8.28,8.28,0,29.75
615761,732.69,742.75,453.72,421.84,365.04,5.26,8.28,0,29.75
615862,732.69,742.75,450.34,411.6,368.06,5.26,5.26,0,29.75
615963,732.69,739.14,440.2,411.6,374.11,2.23,5.26,0,29.75
616064,736.27,742.75,436.82,401.37,371.09,5.26,8.28,0,29.75
616165,736.27,742.75,426.69,394.54,368.06,5.26,5.26,0,29.75
616266,736.27,742.75,419.93,391.13,368.06,5.26,5.26,0,29.75
616367,736.27,739.14,416.55,387.71,368.06,5.26,5.26,0,29.75
616468,736.27,742.75,413.18,377.47,362.02,5.26,8.28,0,29.75
616569,732.69,742.75,406.42,377.47,358.99,2.23,5.26,0,29.75
616670,732.69,742.75,406.42,370.65,355.97,5.26,5.26,0,29.75
616771,732.69,742.75,399.66,363.82,352.95,5.26,5.26,0,29.75
616872,732.69,742.75,396.28,363.82,349.92,5.26,5.26,0,29.75
616973,736.27,739.14,396.28,363.82,349.92,5.26,8.28,0,29.75
617074,736.27,739.14,389.53,357,349.92,5.26,5.26,0,29.75
617175,736.27,742.75,389.53,357,346.9,2.23,8.28,0,29.75
617276,736.27,742.75,389.53,357,343.88,8.28,5.26,0,29.75
617377,736.27,739.14,389.53,353.58,346.9,5.26,5.26,0,29.75
617478,732.69,742.75,386.15,353.58,340.85,5.26,5.26,0,29.75
617579,732.69,746.36,386.15,353.58,343.88,5.26,5.26,0,29.75
617680,736.27,739.14,386.15,350.17,340.85,2.23,5.26,0,29.5
617781,736.27,742.75,382.77,350.17,343.88,5.26,5.26,0,29.75
617882,736.27,742.75,379.39,350.17,343.88,2.23,5.26,0,29.75
617983,732.69,742.75,382.77,346.76,340.85,5.26,2.23,0,29.5
618084,736.27,742.75,382.77,350.17,340.85,-0.79,8.28,0,29.75
618185,732.69,742.75,382.77,346.76,337.83,5.26,8.28,0,29.5
618286,736.27,742.75,382.77,346.76,343.88,2.23,8.28,0,29.5
618387,732.69,739.14,382.77,346.76,337.83,5.26,8.28,0,29.5
618488,732.69,742.75,379.39,343.34,337.83,-0.79,8.28,0,29.5
618589,732.69,742.75,382.77,346.76,337.83,5.26,8.28,0,29.5
618690,736.27,742.75,379.39,343.34,337.83,5.26,5.26,0,29.5
618791,736.27,742.75,379.39,343.34,337.83,17.35,8.28,0,29.5
618892,732.69,739.14,379.39,346.76,334.81,2.23,5.26,0,29.5
618993,736.27,739.14,379.39,350.17,331.78,2.23,5.26,0,29.5
619094,736.27,739.14,386.15,377.47,241.08,5.26,8.28,0,29.5
619195,736.27,742.75,389.53,384.3,138.29,2.23,2.23,0,29.5
619296,732.69,739.14,396.28,391.13,83.87,-0.79,8.28,0,29.5
619397,732.69,739.14,403.04,397.95,50.61,2.23,-3.81,0,29.5
619498,736.27,742.75,406.42,404.78,29.44,5.26,5.26,0,29.5
619599,739.86,739.14,413.18,408.19,14.33,5.26,8.28,0,29.5
619700,732.69,739.14,419.93,415.02,5.26,5.26,5.26,0,29.5
619801,736.27,735.53,423.31,418.43,5.26,5.26,2.23,0,29.5
619902,736.27,742.75,433.45,425.26,-0.79,2.23,5.26,0,29.5
620003,732.69,742.75,433.45,428.67,2.23,2.23,2.23,0,29.5
620104,736.27,739.14,440.2,435.49,-0.79,-6.84,8.28,0,29.5
620205,729.1,742.75,446.96,438.91,-0.79,2.23,2.23,0,29.25
620306,732.69,742.75,446.96,442.32,-0.79,11.3,5.26,0,29.5
620407,736.27,742.75,450.34,445.73,2.23,5.26,5.26,0,29.5
620508,732.69,742.75,457.09,452.56,-0.79,-0.79,8.28,0,29.5
620609,736.27,739.14,460.47,452.56,-0.79,11.3,5.26,0,29.25
620710,732.69,742.75,460.47,455.97,5.26,5.26,5.26,0,29.25
620811,736.27,742.75,467.23,459.39,2.23,2.23,5.26,0,29.25
620912,732.69,742.75,467.23,462.8,-0.79,2.23,2.23,0,29.25
621013,732.69,746.36,470.61,462.8,2.23,2.23,8.28,21.29,29.25
621114,736.27,742.75,470.61,466.21,2.23,5.26,5.26,0,29.25
621215,732.69,739.14,473.99,469.62,-0.79,5.26,5.26,0,29.25
621316,736.27,739.14,477.36,469.62,-0.79,2.23,5.26,0,29.25
621417,736.27,742.75,477.36,469.62,-0.79,2.23,2.23,0,29.25
621518,736.27,742.75,477.36,473.04,-3.81,2.23,2.23,0,29.25
621619,736.27,739.14,477.36,473.04,-0.79,2.23,8.28,0,29.25
621720,736.27,742.75,477.36,476.45,-0.79,2.23,8.28,0,29.25
621821,736.27,739.14,480.74,476.45,-0.79,2.23,5.26,0,29.25
621922,736.27,742.75,480.74,476.45,2.23,5.26,11.3,0,29.25
622023,736.27,739.14,480.74,476.45,-0.79,5.26,5.26,0,29.25
622124,732.69,742.75,480.74,479.86,-0.79,2.23,5.26,20.89,29.25
622225,729.1,739.14,484.12,479.86,-0.79,2.23,5.26,0,29.25
622326,732.69,739.14,484.12,479.86,-0.79,2.23,8.28,0,29.25
622427,732.69,739.14,487.5,479.86,-0.79,2.23,5.26,0,29.25
622528,732.69,739.14,487.5,483.28,2.23,-0.79,5.26,0,29.25
622629,736.27,742.75,487.5,479.86,2.23,5.26,5.26,0,29.25
622730,736.27,742.75,487.5,479.86,-0.79,5.26,5.26,0,29.25
622831,736.27,742.75,487.5,483.28,-0.79,2.23,2.23,0,29.25
622932,732.69,742.75,487.5,483.28,-0.79,2.23,5.26,0,29.25
623033,736.27,739.14,487.5,483.28,2.23,2.23,8.28,0,29.25
623134,732.69,742.75,487.5,486.69,-0.79,5.26,5.26,0,29.25
623235,736.27,742.75,487.5,486.69,-0.79,-12.88,5.26,0,29.25
623336,732.69,742.75,490.88,486.69,-0.79,2.23,5.26,0,29.25
623437,736.27,739.14,487.5,486.69,-0.79,5.26,5.26,0,29.25
623538,736.27,742.75,487.5,486.69,-0.79,2.23,5.26,0,29.25
623639,732.69,739.14,490.88,486.69,-0.79,2.23,8.28,0,29.25
623740,732.69,742.75,490.88,486.69,2.23,2.23,5.26,0,29.25
623841,732.69,742.75,490.88,486.69,-0.79,2.23,5.26,0,29.25
623942,732.69,742.75,490.88,486.69,2.23,11.3,5.26,0,29.25
624043,732.69,742.75,487.5,486.69,2.23,2.23,8.28,0,29.25
624144,736.27,742.75,490.88,486.69,2.23,2.23,5.26,0,29.25
624245,736.27,739.14,487.5,486.69,2.23,-0.79,5.26,0,29.25
624346,732.69,739.14,490.88,486.69,2.23,2.23,-0.79,0,29.25
624447,739.86,739.14,490.88,486.69,-0.79,2.23,5.26,0,29.25
624548,736.27,746.36,490.88,490.1,2.23,2.23,2.23,0,29.25
624649,732.69,742.75,490.88,486.69,-0.79,-0.79,2.23,20.89,29.25
624750,736.27,742.75,494.26,486.69,-0.79,2.23,8.28,0,29.25
624851,732.69,739.14,494.26,490.1,2.23,5.26,5.26,0,29.25
624952,736.27,739.14,494.26,490.1,2.23,2.23,2.23,0,29.25
625053,736.27,742.75,490.88,490.1,8.28,2.23,2.23,0,29.25
625154,732.69,739.14,490.88,486.69,5.26,2.23,5.26,0,29.25
625255,732.69,742.75,490.88,486.69,2.23,2.23,5.26,0,29.25
625356,732.69,742.75,490.88,490.1,-6.84,2.23,5.26,0,29.25
625457,736.27,742.75,490.88,486.69,-3.81,2.23,5.26,0,29.25
625558,732.69,739.14,494.26,490.1,-0.79,-0.79,8.28,0,29.25
625659,736.27,739.14,494.26,490.1,-3.81,5.26,5.26,0,29.25
625760,732.69,739.14,494.26,486.69,-0.79,5.26,8.28,0,29.25
625861,732.69,742.75,490.88,490.1,-0.79,2.23,5.26,0,29.25
625962,736.27,742.75,490.88,490.1,2.23,2.23,8.28,21.29,29.25
626063,736.27,739.14,490.88,486.69,2.23,2.23,5.26,0,29.25
626164,732.69,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.25
626265,732.69,742.75,490.88,486.69,-0.79,5.26,5.26,0,29.25
626366,736.27,739.14,494.26,490.1,2.23,5.26,2.23,0,29.25
626467,732.69,739.14,494.26,490.1,2.23,5.26,8.28,0,29.25
626568,736.27,739.14,490.88,490.1,-0.79,5.26,5.26,0,29.25
626669,729.1,742.75,490.88,490.1,-0.79,2.23,5.26,0,29.25
626770,736.27,742.75,490.88,486.69,-3.81,5.26,2.23,0,29.25
626871,736.27,739.14,494.26,490.1,-0.79,5.26,5.26,0,29.25
626972,732.69,742.75,490.88,490.1,2.23,2.23,8.28,0,29.25
627073,732.69,742.75,494.26,493.52,-0.79,2.23,8.28,0,29.25
627174,732.69,742.75,490.88,490.1,-0.79,2.23,2.23,0,29.25
627275,736.27,742.75,494.26,486.69,2.23,-0.79,5.26,0,29.25
627376,732.69,742.75,494.26,486.69,-0.79,5.26,2.23,0,29.25
627477,729.1,739.14,494.26,486.69,2.23,-0.79,2.23,0,29.25
627578,732.69,742.75,494.26,490.1,-0.79,-0.79,5.26,0,29.25
627679,732.69,742.75,494.26,490.1,-0.79,2.23,-0.79,0,29.25
627780,736.27,739.14,490.88,486.69,-0.79,2.23,5.26,0,29.25
627881,736.27,739.14,494.26,490.1,-0.79,5.26,8.28,0,29.25
627982,732.69,742.75,490.88,490.1,-0.79,2.23,32.47,0,29.25
628083,736.27,739.14,494.26,490.1,2.23,2.23,5.26,0,29.25
628184,732.69,739.14,490.88,493.52,-3.81,2.23,2.23,0,29.25
628285,732.69,739.14,494.26,486.69,-3.81,8.28,5.26,0,29.25
628386,732.69,742.75,494.26,486.69,5.26,2.23,5.26,0,29.25
628487,732.69,739.14,494.26,490.1,-0.79,5.26,5.26,0,29.25
628588,732.69,742.75,494.26,490.1,2.23,2.23,5.26,0,29.25
628689,736.27,739.14,494.26,490.1,2.23,5.26,8.28,0,29.25
628790,732.69,739.14,497.64,486.69,2.23,2.23,5.26,0,29.25
628891,732.69,739.14,490.88,490.1,-0.79,2.23,2.23,0,29.25
628992,736.27,742.75,494.26,490.1,2.23,2.23,5.26,0,29.25
629093,736.27,742.75,494.26,493.52,2.23,2.23,5.26,0,29.25
629194,736.27,739.14,490.88,493.52,2.23,5.26,5.26,21.69,29.25
629295,736.27,742.75,494.26,490.1,2.23,2.23,2.23,0,29.25
629396,732.69,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.25
629497,736.27,742.75,494.26,486.69,2.23,2.23,5.26,0,29.25
629598,736.27,742.75,494.26,486.69,-0.79,2.23,5.26,0,29.25
629699,736.27,742.75,494.26,490.1,-0.79,-0.79,-9.86,0,29.25
629800,736.27,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.25
629901,732.69,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.25
630002,732.69,742.75,490.88,490.1,2.23,8.28,2.23,0,29.25
630103,732.69,742.75,490.88,490.1,5.26,5.26,5.26,0,29.25
630204,732.69,742.75,494.26,490.1,-0.79,2.23,5.26,0,29.25
630305,732.69,742.75,490.88,486.69,2.23,2.23,5.26,0,29.25
630406,736.27,739.14,497.64,486.69,2.23,-0.79,5.26,0,29.25
630507,732.69,742.75,494.26,490.1,-0.79,11.3,8.28,0,29.25
630608,736.27,739.14,494.26,490.1,2.23,2.23,2.23,0,29.25
630709,732.69,739.14,494.26,486.69,-0.79,2.23,8.28,0,29
630810,732.69,742.75,494.26,490.1,2.23,2.23,2.23,0,29.25
630911,736.27,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.25
631012,736.27,739.14,490.88,493.52,-0.79,5.26,5.26,0,29.25
631113,732.69,742.75,494.26,490.1,-0.79,-0.79,5.26,0,29.25
631214,732.69,742.75,494.26,486.69,2.23,5.26,5.26,0,29.25
631315,736.27,739.14,490.88,490.1,2.23,2.23,5.26,0,29.25
631416,736.27,742.75,494.26,493.52,2.23,2.23,5.26,0,29.25
631517,732.69,742.75,490.88,490.1,-3.81,2.23,5.26,0,29.25
631618,732.69,739.14,494.26,490.1,-0.79,2.23,5.26,0,29.25
631719,729.1,739.14,494.26,493.52,-0.79,5.26,5.26,0,29.25
631820,736.27,739.14,494.26,490.1,-0.79,5.26,5.26,0,29.25
631921,732.69,739.14,494.26,493.52,2.23,2.23,2.23,0,29.25
632022,732.69,739.14,490.88,490.1,-0.79,2.23,5.26,0,29.25
632123,736.27,742.75,494.26,490.1,-0.79,-0.79,2.23,0,29.25
632224,732.69,742.75,490.88,486.69,-0.79,2.23,5.26,0,29.25
632325,732.69,739.14,490.88,490.1,-0.79,-0.79,5.26,0,29.25
632426,732.69,739.14,490.88,486.69,2.23,2.23,5.26,0,29.25
632527,732.69,739.14,494.26,490.1,-0.79,5.26,5.26,0,29.25
632628,732.69,742.75,490.88,490.1,-0.79,5.26,2.23,0,29.25
