1	27732.86627	26346.22296	24959.57964	23572.93633	22186.29302	20799.6497
2	28454.50614	27031.78083	25609.05552	24186.33022	22763.60491	21340.8796
3	28870.38189	27426.86279	25983.3437	24539.8246	23096.30551	21652.78642
4	29118.34718	27662.42982	26206.51246	24750.5951	23294.67774	21838.76038
5	29254.61907	27791.88812	26329.15716	24866.42621	23403.69526	21940.9643
6	29309.58108	27844.10202	26378.62297	24913.14392	23447.66486	21982.18581
7	29302.25168	27837.1391	26372.02651	24906.91393	23441.80134	21976.68876
8	29245.66782	27783.38443	26321.10104	24858.81765	23396.53426	21934.25087
9	29149.33042	27691.8639	26234.39738	24776.93086	23319.46434	21861.99782
10	29020.47067	27569.44714	26118.42361	24667.40007	23216.37654	21765.353
11	28864.77049	27421.53196	25978.29344	24535.05492	23091.81639	21648.57787
12	28686.80271	27252.46258	25818.12244	24383.78231	22949.44217	21515.10204
13	28490.31581	27065.80002	25641.28423	24216.76844	22792.25265	21367.73686
14	28278.4266	26864.50527	25450.58394	24036.66261	22622.74128	21208.81995
15	28053.75592	26651.06812	25248.38032	23845.69253	22443.00473	21040.31694
16	27818.52712	26427.60077	25036.67441	23645.74805	22254.8217	20863.89534
17	27574.63972	26195.90774	24817.17575	23438.44376	22059.71178	20680.97979
18	27323.72562	25957.53934	24591.35306	23225.16678	21858.9805	20492.79421
19	27067.19306	25713.83341	24360.47375	23007.1141	21653.75445	20300.39479
20	26806.26149	25465.94841	24125.63534	22785.32227	21445.00919	20104.69612
21	26541.9897	25214.89022	23887.79073	22560.69125	21233.59176	19906.49228
22	26275.29882	24961.53388	23647.76894	22334.004	21020.23906	19706.47412
23	26006.99129	24706.64173	23406.29216	22105.9426	20805.59303	19505.24347
24	25737.76677	24450.87844	23163.9901	21877.10176	20590.21342	19303.32508
25	25468.23548	24194.82371	22921.41193	21648.00016	20374.58838	19101.17661
26	25198.92954	23938.98307	22679.03659	21419.09011	20159.14363	18899.19716
27	24930.3127	23683.79706	22437.28143	21190.76579	19944.25016	18697.73452
28	24662.78862	23429.64919	22196.50976	20963.37033	19730.2309	18497.09146
29	24396.70812	23176.87272	21957.03731	20737.20191	19517.3665	18297.53109
30	24132.37541	22925.75664	21719.13787	20512.5191	19305.90033	18099.28156
31	23870.05351	22676.55083	21483.04816	20289.54548	19096.04281	17902.54013
32	23609.96904	22429.47059	21248.97213	20068.47368	18887.97523	17707.47678
33	23352.31637	22184.70056	21017.08474	19849.46892	18681.8531	17514.23728
34	23097.26133	21942.39827	20787.5352	19632.67213	18477.80907	17322.946
35	22844.9444	21702.69718	20560.44996	19418.20274	18275.95552	17133.7083
36	22595.4836	21465.70942	20335.93524	19206.16106	18076.38688	16946.6127
37	22348.977	21231.52815	20114.0793	18996.63045	17879.1816	16761.73275
38	22105.50498	21000.22973	19894.95448	18789.67923	17684.40398	16579.12873
39	21865.13222	20771.87561	19678.619	18585.36239	17492.10578	16398.84916
40	21627.90949	20546.51401	19465.11854	18383.72306	17302.32759	16220.93211
41	21393.87517	20324.18141	19254.48765	18184.7939	17115.10014	16045.40638
42	21163.05674	20104.9039	19046.75107	17988.59823	16930.44539	15872.29256
43	20935.47196	19888.69836	18841.92476	17795.15117	16748.37757	15701.60397
44	20711.13004	19675.57353	18640.01703	17604.46053	16568.90403	15533.34753
45	20490.0326	19465.53097	18441.02934	17416.52771	16392.02608	15367.52445
46	20272.17461	19258.56588	18244.95715	17231.34842	16217.73969	15204.13096
47	20057.54516	19054.6679	18051.79064	17048.91338	16046.03612	15043.15887
48	19846.12817	18853.82176	17861.51535	16869.20894	15876.90253	14884.59613
49	19637.90306	18656.00791	17674.11276	16692.2176	15710.32245	14728.4273
50	19432.84531	18461.20304	17489.56078	16517.91851	15546.27625	14574.63398
51	19230.92695	18269.3806	17307.83425	16346.28791	15384.74156	14423.19521
52	19032.11706	18080.5112	17128.90535	16177.2995	15225.69364	14274.08779
53	18836.38215	17894.56304	16952.74394	16010.92483	15069.10572	14127.28661
54	18643.68656	17711.50223	16779.3179	15847.13357	14914.94924	13982.76492
55	18453.99274	17531.29311	16608.59347	15685.89383	14763.19419	13840.49456
56	18267.26162	17353.89854	16440.53545	15527.17237	14613.80929	13700.44621
57	18083.45278	17179.28014	16275.10751	15370.93487	14466.76223	13562.58958
58	17902.52479	17007.39855	16112.27231	15217.14607	14322.01983	13426.89359
59	17724.43531	16838.21355	15951.99178	15065.77002	14179.54825	13293.32649
60	17549.14139	16671.68432	15794.22725	14916.77018	14039.31311	13161.85604
61	17376.59955	16507.76957	15638.9396	14770.10962	13901.27964	13032.44966
62	17206.76597	16346.42767	15486.08937	14625.75107	13765.41277	12905.07448
63	17039.59661	16187.61678	15335.63695	14483.65712	13631.67729	12779.69746
64	16875.04735	16031.29498	15187.54261	14343.79024	13500.03788	12656.28551
65	16713.07405	15877.42035	15041.76665	14206.11295	13370.45924	12534.80554
66	16553.63271	15725.95108	14898.26944	14070.5878	13242.90617	12415.22453
67	16396.67948	15576.8455	14757.01153	13937.17755	13117.34358	12297.50961
68	16242.17076	15430.06223	14617.95369	13805.84515	12993.73661	12181.62807
69	16090.0633	15285.56014	14481.05697	13676.55381	12872.05064	12067.54748
70	15940.3142	15143.29849	14346.28278	13549.26707	12752.25136	11955.23565
71	15792.88098	15003.23693	14213.59288	13423.94883	12634.30478	11844.66073
72	15647.72162	14865.33554	14082.94946	13300.56338	12518.1773	11735.79122
73	15504.79461	14729.55488	13954.31515	13179.07542	12403.83569	11628.59596
74	15364.05897	14595.85603	13827.65307	13059.45013	12291.24718	11523.04423
75	15225.47426	14464.20055	13702.92683	12941.65312	12180.37941	11419.10569
76	15089.00062	14334.55059	13580.10056	12825.65053	12071.2005	11316.75047
77	14954.59881	14206.86887	13459.13893	12711.40899	11963.67905	11215.9491
78	14822.23015	14081.11865	13340.00714	12598.89563	11857.78412	11116.67262
79	14691.85664	13957.26381	13222.67098	12488.07814	11753.48531	11018.89248
80	14563.44086	13835.26882	13107.09678	12378.92473	11650.7527	10922.58065
81	14436.94607	13715.09876	12993.25146	12271.40416	11549.55685	10827.70955
82	14312.33613	13596.71932	12881.10251	12165.48571	11449.8689	10734.2521
83	14189.57557	13480.09679	12770.61801	12061.13924	11351.66046	10642.18168
84	14068.62957	13365.19809	12661.76661	11958.33513	11254.90366	10551.47218
85	13949.46394	13251.99074	12554.51754	11857.04435	11159.57115	10462.09795
86	13832.04513	13140.44287	12448.84061	11757.23836	11065.6361	10374.03384
87	13716.34024	13030.52322	12344.70621	11658.8892	10973.07219	10287.25518
88	13602.317	12922.20115	12242.0853	11561.96945	10881.8536	10201.73775
89	13489.94377	12815.44658	12140.94939	11466.4522	10791.95502	10117.45783
90	13379.18954	12710.23006	12041.27058	11372.31111	10703.35163	10034.39215
91	13270.0239	12606.52271	11943.02151	11279.52032	10616.01912	9952.517929
92	13162.41708	12504.29623	11846.17537	11188.05452	10529.93366	9871.81281
93	13056.33988	12403.52288	11750.70589	11097.8889	10445.0719	9792.254908
94	12951.7637	12304.17552	11656.58733	11008.99915	10361.41096	9713.822777
95	12848.66055	12206.22752	11563.7945	10921.36147	10278.92844	9636.495413
96	12747.00299	12109.65284	11472.30269	10834.95254	10197.60239	9560.252241
97	12646.76415	12014.42594	11382.08774	10749.74953	10117.41132	9485.073113
98	12547.91773	11920.52185	11293.12596	10665.73007	10038.33419	9410.938299
99	12450.43797	11827.91607	11205.39417	10582.87228	9960.350377	9337.828479
100	12354.29965	11736.58467	11118.86968	10501.1547	9883.43972	9265.724737
