15342.3720092633	30
15201.1709122208	31
15069.6270056166	32
14946.8107197648	33
14831.9102168432	34
14724.2131436162	35
14623.0916610025	36
14527.9902074616	37
14438.4152237209	38
14353.9266761805	39
14274.1309110515	40
14198.6746358345	41
14127.2398207506	42
14059.5393569582	43
13995.3133502535	44
13934.3259333687	45
13876.3625128420	46
13821.2274331435	47
13768.7418466402	48
13718.7419828612	49
13671.0775485514	50
13625.6103584299	51
13582.2131261049	52
13540.7683980993	53
13501.1676115081	54
13463.3102587966	55
13427.1031457181	56
13392.4597304002	57
13359.2995333746	58
13327.5476097754	59
13297.1340761572	60
13267.9936854146	61
13240.0654441647	62
13213.2922676985	63
13187.6206692148	64
13163.0004725784	65
13139.3845687832	66
13116.7286644518	67
13094.9910935872	68
13074.1326045938	69
13054.1161967576	70
13034.9069559116	71
13016.4719082155	72
12998.7798857181	73
12981.8014030330	74
12965.5085440643	75
12949.8748578343	76
12934.8752625663	77
12920.4859572657	78
12906.6843401193	79
12893.4489331045	80
