0	0
1	-0.065795628
2	-0.017996543
3	0.007004846
4	0.023417204
5	0.035382436
6	0.044656782
7	0.052141647
8	0.058358078
9	0.063632949
10	0.068184021
11	0.072163201
12	0.0756804
13	0.078817534
14	0.081637177
15	0.084188129
16	0.086509127
17	0.088631397
18	0.090580447
19	0.092377363
20	0.094039759
21	0.095582486
22	0.097018171
23	0.098357634
24	0.099610209
25	0.100783999
26	0.101886081
27	0.102922666
28	0.103899236
29	0.104820646
30	0.105691219
31	0.106514817
32	0.107294902
33	0.108034591
34	0.108736695
35	0.109403763
36	0.110038105
37	0.110641828
38	0.111216853
39	0.111764938
40	0.112287696
41	0.112786607
42	0.113263036
43	0.113718243
44	0.114153389
45	0.114569554
46	0.114967735
47	0.115348861
48	0.115713797
49	0.116063347
50	0.116398262
51	0.116719244
52	0.117026949
53	0.117321993
54	0.117604953
55	0.11787637
56	0.118136754
57	0.118386583
58	0.11862631
59	0.11885636
60	0.119077135
61	0.119289014
62	0.119492357
63	0.119687503
64	0.119874773
65	0.120054474
66	0.120226893
67	0.120392307
68	0.120550976
69	0.120703148
70	0.12084906
71	0.120988937
72	0.121122992
73	0.121251431
74	0.121374447
75	0.121492227
76	0.121604949
77	0.121712783
78	0.121815891
79	0.121914428
80	0.122008542
81	0.122098378
82	0.12218407
83	0.122265749
84	0.122343542
85	0.122417568
86	0.122487944
87	0.122554779
88	0.122618181
89	0.122678253
90	0.122735092
91	0.122788794
92	0.122839451
93	0.122887149
94	0.122931974
95	0.122974007
96	0.123013326
97	0.123050009
98	0.123084127
99	0.123115751
100	0.12314495
