x,SL,4000,8000,12000,16000,20000,24000,28000,31000,37,30,20,10,0,-10,-20,-30
-27.1618,197.7335,-1783.5484,150.5434,26.8362,108.5247,89.3204,72.3657,56.6249,46.4637,244.7784,45.8665,39.9025,56.7762,77.2157,98.8617,122.2956,149.6067
-26.1183,195.8582,-1653.6739,149.0495,42.9752,107.256,88.2508,71.4172,55.7803,45.6917,227.9093,42.5631,40.7887,57.8246,78.4689,99.9284,124.0523,151.2651
-23.203,190.6251,-1321.775,144.876,78.8917,103.717,85.261,68.7173,53.4102,43.5355,185.3412,35.7521,43.2648,60.8436,81.8536,102.9843,129.0984,155.8973
-23.0169,190.2913,-1302.0822,144.6095,80.756,103.4913,85.07,68.5435,53.2583,43.3978,182.8436,35.4292,43.4229,61.0385,82.0622,103.191,129.427,156.193
-21.7959,188.1026,-1177.2344,142.8615,91.7987,102.0107,83.817,67.4022,52.2606,42.4947,167.0946,33.6164,44.46,62.3174,83.4045,104.5993,131.5998,158.1328
-20.0798,185.0293,-1014.125,140.4046,104.0373,99.9304,82.0547,65.8024,50.8536,41.2254,146.7675,31.9053,45.9175,64.1059,85.2214,106.7522,134.7018,160.8588
-19.5215,184.0302,-964.0828,139.6053,107.2474,99.2535,81.481,65.285,50.3947,40.8124,140.5953,31.8963,46.3916,64.6825,85.7998,107.499,135.7224,161.7456
-19.1505,183.3665,-931.6343,139.0741,109.1822,98.8038,81.0997,64.9423,50.0893,40.5379,136.611,32.2593,46.7067,65.0636,86.1816,108.008,136.4035,162.3349
-17.0581,179.6269,-760.3513,136.0784,119.3629,96.2668,78.9469,63.0209,48.3617,38.9897,115.841,33.7664,48.4835,67.175,88.3113,111.0622,140.286,165.6581
-13.8272,173.8644,-533.0336,131.4525,114.7024,92.3444,75.6095,60.038,45.6693,36.5974,89.1353,35.7043,51.226,70.3009,91.5992,116.3326,146.4055,170.7888
-13.2257,172.7933,-495.4278,130.5912,113.8146,91.6132,74.9844,59.4733,45.1634,36.1517,84.8399,36.0469,51.7363,70.8641,92.2237,117.3784,147.5598,171.7439
-11.2337,169.2505,-380.865,127.739,110.8521,89.1882,72.8782,57.5668,43.4726,34.675,72.0363,37.1607,53.4258,72.6863,94.3463,120.9659,151.4126,174.9067
-9.6594,166.4553,-300.6995,125.4846,108.4938,87.2672,70.8261,56.0091,42.1132,33.5069,63.3881,38.0261,54.7599,74.0828,96.0821,123.922,154.4885,177.4062
-9.328,165.8675,-284.9451,125.01,107.9961,86.8623,70.4027,55.6743,41.8237,33.2609,61.7256,38.2072,55.0405,74.3728,96.4533,124.5565,155.1391,177.9323
-9.0504,165.3752,-272.0381,124.6125,107.5788,86.5228,70.0561,55.3917,41.5802,33.0548,60.3737,38.3587,55.2756,74.615,96.7657,125.0911,155.6851,178.373
-6.8625,161.501,-179.363,121.4793,104.2832,83.8414,67.4117,53.107,39.6319,31.4292,50.9842,39.5485,57.1208,76.504,99.2605,129.396,160.0133,181.8462
-6.7696,161.3367,-175.7721,121.3462,104.143,83.7273,67.3011,53.008,39.5485,31.3602,50.6334,39.5989,57.1985,76.5838,99.3673,129.5822,160.1981,181.9937
-6.2376,160.3962,-155.7303,120.5843,103.3402,83.0732,66.6694,52.4377,39.071,30.9645,48.6969,39.8878,57.6418,77.0403,99.979,130.6532,161.2575,182.8382
-4.1006,156.6247,-83.8648,117.5235,100.1126,80.436,64.1519,50.1035,37.1764,29.3737,42.1082,41.0517,59.3693,78.8782,102.4274,135.0348,165.5373,186.2303
-3.3193,155.2485,-60.8918,116.4044,98.9324,79.4673,63.2378,49.2359,36.4968,28.7915,40.1504,41.4799,59.9676,79.5557,103.3113,136.6659,167.1111,187.4704
-3.319,155.248,-60.8851,116.4041,98.932,79.467,63.2376,49.2357,36.4966,28.7913,40.1499,41.48,59.9678,79.5559,103.3116,136.6664,167.1116,187.4708
-2.3435,153.5318,-34.5509,115.0066,97.4586,78.2537,62.1005,48.1441,35.6569,28.0638,31.802,42.018,60.6826,80.4087,104.4018,138.7231,169.0832,189.0192
