x,0.4,0.6,0.8
-0.000246,1.357237,1.184108,1.074974
0.001112,1.356319,1.183311,1.074252
0.001292,1.356197,1.183205,1.074157
0.998675,0.681872,0.59781,0.544675
0.999133,0.681562,0.597541,0.544432
0.999913,0.681035,0.597084,0.544018
