x,Curve1
0.00459,0.00093
0.15947,0.05749
0.53754,0.19656
0.90745,0.30977
1.32766,0.43691
1.95571,0.57177
2.76358,0.72077
3.60562,0.82736
3.99693,0.8723
4.50404,0.91374
5.14996,0.95447
5.92533,0.99726
6.81179,1.03839
7.95274,1.07808
9.28374,1.10884
9.71833,1.11508
10.75838,1.1343
11.70136,1.15152
11.99733,1.15384
