x,Curve1
0.17418,3.38046
0.18457,3.26351
0.1998,3.07939
0.20642,3.00358
0.24649,2.50319
0.29697,2.00949
0.31644,1.84063
0.3322,1.70425
0.35792,1.5138
0.38269,1.33419
0.40819,1.17411
0.44071,1.00765
0.47834,0.85863
0.51327,0.7204
0.5657,0.57164
0.60293,0.47901
0.68962,0.28962
0.78105,0.16974
0.8994,0.06116
1.00176,-0.00214
