x,Curve1
2.0085,1.59984
2.087,1.55386
2.2178,1.47761
2.4009,1.41539
2.6102,1.37112
2.9502,1.31621
3.2641,1.27252
3.6957,1.22323
4.2581,1.18069
4.8335,1.14265
5.2259,1.12364
5.906,1.0957
6.573,1.07393
7.7501,1.05223
8.7572,1.03892
10.1435,1.02455
11.5429,1.01466
13.0993,1.00704
14.6688,1.00166
16.0944,0.99851
17.2453,0.9998
18.5401,0.99831
19.9526,1.00076
