x,Curve1
0.0319,0.198
1.4821,0.213
2.9163,-0.169
3.8884,0.831
4.6055,1.234
5.4659,2.628
6.2944,4.815
7.1548,7.2
8.2063,10.576
9.0984,14.546
9.9587,18.712
10.6914,23.472
11.5354,31.005
12.5387,38.936
13.4782,49.044
14.338,58.162
15.2772,70.844
16.1049,83.13
16.7257,92.443
17.7762,108.691
18.7628,127.314
19.7652,147.324
20.0197,153.268
