x,Curve1
5.0018e+05,0.0051222
6.8957e+05,0.0047965
9.9042e+05,0.004476
1.9847e+06,0.0039657
3.9538e+06,0.0035135
5.8472e+06,0.0032674
7.6501e+06,0.0031345
8.5989e+06,0.0030914
9.4966e+06,0.0030384
1.24236e+07,0.0028948
1.9944e+07,0.00270122
2.8318e+07,0.00256459
3.9049e+07,0.0024349
7.7824e+07,0.00221765
1.9365e+08,0.00194438
3.9044e+08,0.00175871
5.9131e+08,0.00167547
9.9471e+08,0.00155802
